Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,PNTCNT
85.000000000000000,"T. G. Masaryka 188, Český Krumlov 38101",49621173,BENU,BENU Lékárna,T.G.Masaryka 188,38101,Český Krumlov,,,2015,"T.G.Masaryka 188, Český Krumlov 38101",187
100.000000000000000,"26. dubna 583, Cheb 35002",49621173,BENU,BENU Lékárna,26. dubna 583/14,35002,Cheb,,,2015,"26. dubna 583, Cheb 35002",538
100.000000000000000,"T. G. Masaryka 623, Choceň 56501",49621173,BENU,BENU Lékárna,T. G. Masaryka 623,56501,Choceň,,,2015,"T. G. Masaryka 623, Choceň 56501",183
100.000000000000000,"Moravská 797, Chropyně 76811",49621173,BENU,BENU Lékárna,Moravská 797,76811,Chropyně,,,2015,"Moravská 797, Chropyně 76811",37
100.000000000000000,"Palackého třída 183, Chrudim 53701",49621173,BENU,BENU Lékárna,Palackého třída 183,53701,Chrudim,,,2015,"Palackého třída 183, Chrudim 53701",560
100.000000000000000,"Palackého 541, Dobřichovice 25229",49621173,BENU,BENU Lékárna,Palackého 541,25229,Dobřichovice,,,2015,"Palackého 541, Dobřichovice 25229",37
100.000000000000000,"Kostelní 168, Domažlice 34401",49621173,BENU,BENU Lékárna,Kostelní 168,34401,Domažlice,,,2015,"Kostelní 168, Domažlice 34401",281
100.000000000000000,"Pivovarská 700, Domažlice 34401",49621173,BENU,BENU Lékárna,Pivovarská 700,34401,Domažlice,,,2015,"Pivovarská 700, Domažlice 34401",247
94.640000000000001,"náměstí T. G. Masaryka 56, Dvůr Králové nad Labem 54401",49621173,BENU,BENU Lékárna,náměstí T.G. Masaryka 56,54401,Dvůr Králové nad Labem,,,2015,"náměstí T.G. Masaryka 56, Dvůr Králové nad Labem 54401",312
100.000000000000000,"Máchova 373, Františkovy Lázně 35101",49621173,BENU,BENU Lékárna,Máchova 373/8,35101,Františkovy Lázně,,,2015,"Máchova 373, Františkovy Lázně 35101",30
100.000000000000000,"nám. Míru 19, Frenštát pod Radhoštěm 74401",49621173,BENU,BENU Lékárna,nám. Míru 19,74401,Frenštát pod Radhoštěm,,,2015,"nám. Míru 19, Frenštát pod Radhoštěm 74401",309
100.000000000000000,"Dlouhá třída 860, Havířov 73601",49621173,BENU,BENU Lékárna,Dlouhá třída 860/1a,73601,Havířov,,,2015,"Dlouhá třída 860, Havířov 73601",946
100.000000000000000,"Kavánova 422, Hlinsko 53901",49621173,BENU,BENU Lékárna,Kavánova 422,53901,Hlinsko,,,2015,"Kavánova 422, Hlinsko 53901",271
100.000000000000000,"Masarykova 1, Hluboká nad Vltavou 37341",49621173,BENU,BENU Lékárna,Masarykova 1,37341,Hluboká nad Vltavou,,,2015,"Masarykova 1, Hluboká nad Vltavou 37341",4
97.000000000000000,"Brněnská 23, Hradec Králové 50009",49621173,BENU,BENU Lékárna,Brněnská 23a,50009,Hradec Králové,,,2015,"Brněnská 23a, Hradec Králové 50009",710
100.000000000000000,"Hradecká 1690, Hradec Králové 50012",49621173,BENU,BENU Lékárna,Hradecká 1690/2a,50012,Hradec Králové,,,2015,"Hradecká 1690, Hradec Králové 50012",464
100.000000000000000,"Pospíšilova 390, Hradec Králové 50003",49621173,BENU,BENU Lékárna,Pospíšilova 390,50003,Hradec Králové,,,2015,"Pospíšilova 390, Hradec Králové 50003",309
100.000000000000000,"Revoluční 106, Hrádek nad Nisou 46334",49621173,BENU,BENU Lékárna,Revoluční 106,46334,Hrádek nad Nisou,,,2015,"Revoluční 106, Hrádek nad Nisou 46334",115
100.000000000000000,"Dolní náměstí 594, Jablonec nad Nisou 46601",49621173,BENU,BENU Lékárna,Dolní náměstí 594/14,46601,Jablonec nad Nisou,,,2015,"Dolní náměstí 594, Jablonec nad Nisou 46601",441
100.000000000000000,"Liberecká 801, Jablonec nad Nisou 46601",49621173,BENU,BENU Lékárna,Liberecká 801/20,46601,Jablonec nad Nisou,,,2015,"Liberecká 801, Jablonec nad Nisou 46601",650
100.000000000000000,"Pražská 5152, Jablonec nad Nisou 46601",49621173,BENU,BENU Lékárna,Pražská 5152/22,46601,Jablonec nad Nisou,,,2015,"Pražská 5152, Jablonec nad Nisou 46601",475
100.000000000000000,"Želivského 5050, Jablonec nad Nisou 46605",49621173,BENU,BENU Lékárna,Želivského 5050/2,46605,Jablonec nad Nisou,,,2015,"Želivského 5050, Jablonec nad Nisou 46605",313
100.000000000000000,"Husova 64, Jičín 50601",49621173,BENU,BENU Lékárna,Husova 64,50601,Jičín,,,2015,"Husova 64, Jičín 50601",380
100.000000000000000,"Jungmannova 1132, Jičín 50601",49621173,BENU,BENU Lékárna,Jungmannova 1132,50601,Jičín,,,2015,"Jungmannova 1132, Jičín 50601",349
100.000000000000000,"Hradební 1, Jihlava 58601",49621173,BENU,BENU Lékárna,Hradební 1,58601,Jihlava,,,2015,"Hradební 1, Jihlava 58601",354
100.000000000000000,"Klášterská 72, Jindřichův Hradec 37701",49621173,BENU,BENU Lékárna,Klášterská 72/II,37701,Jindřichův Hradec,,,2015,"Klášterská 72, Jindřichův Hradec 37701",271
100.000000000000000,"Štefánikova 198, Kopřivnice 74221",49621173,BENU,BENU Lékárna,Štefánikova 198,74221,Kopřivnice,,,2015,"Štefánikova 198, Kopřivnice 74221",377
100.000000000000000,"náměstí Míru 3287, Kroměříž 76701",49621173,BENU,BENU Lékárna,náměstí Míru 3287,76701,Kroměříž,,,2015,"náměstí Míru 3287, Kroměříž 76701",353
100.000000000000000,"Velehradská 3254, Kroměříž 76701",49621173,BENU,BENU Lékárna,Velehradská 3254/105,76701,Kroměříž,,,2015,"Velehradská 3254, Kroměříž 76701",154
100.000000000000000,"Frýdlantská 244, Liberec 46001",49621173,BENU,BENU Lékárna,Frýdlantská 244/1,46001,Liberec,,,2015,"Frýdlantská 244, Liberec 46001",489
100.000000000000000,"Fügnerova 667, Liberec 46001",49621173,BENU,BENU Lékárna,Fügnerova 667/7,46001,Liberec,,,2015,"Fügnerova 667, Liberec 46001",468
100.000000000000000,"Smetanovo náměstí 122, Litomyšl 57001",49621173,BENU,BENU Lékárna,Smetanovo náměstí 122,57001,Litomyšl,,,2015,"Smetanovo náměstí 122, Litomyšl 57001",287
100.000000000000000,"Žižkova 151, Litvínov 43601",49621173,BENU,BENU Lékárna,Žižkova 151,43601,Litvínov,,,2015,"Žižkova 151, Litvínov 43601",433
100.000000000000000,"Tyršova 243, Mariánské Lázně 35301",49621173,BENU,BENU Lékárna,Tyršova 243/1,35301,Mariánské Lázně,,,2015,"Tyršova 243, Mariánské Lázně 35301",180
100.000000000000000,"Pražská 221, Mělník 27601",49621173,BENU,BENU Lékárna,Pražská 221,27601,Mělník,,,2015,"Pražská 221, Mělník 27601",629
100.000000000000000,"Náměstí Republiky 213, Městec Králové 28903",49621173,BENU,BENU Lékárna,Náměstí Republiky 213,28903,Městec Králové,,,2015,"Náměstí Republiky 213, Městec Králové 28903",12
100.000000000000000,"Jičínská 1349, Mladá Boleslav 29301",49621173,BENU,BENU Lékárna,Jičínská 1349,29301,Mladá Boleslav,,,2015,"Jičínská 1349, Mladá Boleslav 29301",64
100.000000000000000,"Jičínská 1350, Mladá Boleslav 29301",49621173,BENU,BENU Lékárna,Jičínská 1350,29301,Mladá Boleslav,,,2015,"Jičínská 1350, Mladá Boleslav 29301",17
100.000000000000000,"U stadionu 1234, Mladá Boleslav 29301",49621173,BENU,BENU Lékárna,U Stadionu 1234,29301,Mladá Boleslav,,,2015,"U Stadionu 1234, Mladá Boleslav 29301",1100
100.000000000000000,"J. E. Purkyně 1167, Most 43401",49621173,BENU,BENU Lékárna,J. E. Purkyně 1167,43401,Most,,,2015,"J. E. Purkyně 1167, Most 43401",192
100.000000000000000,"Radniční 3400, Most 43401",49621173,BENU,BENU Lékárna,Radniční 3400,43401,Most,,,2015,"Radniční 3400, Most 43401",662
100.000000000000000,"Velebudická 3270, Most 43401",49621173,BENU,BENU Lékárna,Velebudická 3270,43401,Most,,,2015,"Velebudická 3270, Most 43401",185
100.000000000000000,"Kotíkova 1817, Nová Paka 50901",49621173,BENU,BENU Lékárna,Kotíkova 1817,50901,Nová Paka,,,2015,"Kotíkova 1817, Nová Paka 50901",138
100.000000000000000,"5. května 721, Nový Jičín 74101",49621173,BENU,BENU Lékárna,5. května 721/22,74101,Nový Jičín,,,2015,"5. května 721, Nový Jičín 74101",395
100.000000000000000,"Masarykovo náměstí 516, Nýřany 33023",49621173,BENU,BENU Lékárna,Masarykovo náměstí 516,33023,Nýřany,,,2015,"Masarykovo náměstí 516, Nýřany 33023",200
89.659999999999997,"8. května 465, Olomouc 77900",49621173,BENU,BENU Lékárna,8.května 465/24,77900,Olomouc,,,2015,"8.května 465, Olomouc 77900",354
100.000000000000000,"Kafkova 8, Olomouc 77900",49621173,BENU,BENU Lékárna,Kafkova 8,77900,Olomouc,,,2015,"Kafkova 8, Olomouc 77900",85
100.000000000000000,"Horní náměstí 145, Opava 74601",49621173,BENU,BENU Lékárna,Horní náměstí 145/35,74601,Opava,,,2015,"Horní náměstí 145, Opava 74601",522
100.000000000000000,"Olomoucká 121, Opava 74601",49621173,BENU,BENU Lékárna,Olomoucká 121,74601,Opava,,,2015,"Olomoucká 121, Opava 74601",231
96.250000000000000,"Ostrožná 247, Opava 74601",49621173,BENU,BENU Lékárna,Ostrožná 27,74601,Opava,,,2015,"Ostrožná 27, Opava 74601",560
100.000000000000000,"U Fortny 49, Opava 74601",49621173,BENU,BENU Lékárna,U Fortny 49/10,74601,Opava,,,2015,"U Fortny 49, Opava 74601",468
100.000000000000000,"Hroznětínská 350, Ostrov 36301",49621173,BENU,BENU Lékárna,Hroznětínská 350,36301,Ostrov,,,2015,"Hroznětínská 350, Ostrov 36301",113
100.000000000000000,"Lidická 1286, Ostrov 36301",49621173,BENU,BENU Lékárna,Lidická 1286,36301,Ostrov,,,2015,"Lidická 1286, Ostrov 36301",548
100.000000000000000,"tř. Osvobození 1388, Otrokovice 76502",49621173,BENU,BENU Lékárna,Tř. Osvobození 1388,76502,Otrokovice,,,2015,"Tř. Osvobození 1388, Otrokovice 76502",469
100.000000000000000,"Sladkovského 96, Pardubice 53002",49621173,BENU,BENU Lékárna,Sladkovského 96,53002,Pardubice,,,2015,"Sladkovského 96, Pardubice 53002",497
100.000000000000000,"Svatovítské náměstí 880, Pelhřimov 39301",49621173,BENU,BENU Lékárna,Svatovítské náměstí 880,39301,Pelhřimov,,,2015,"Svatovítské náměstí 880, Pelhřimov 39301",653
100.000000000000000,"Písecká 972, Plzeň 32600",49621173,BENU,BENU Lékárna,"Písecká 972/1, OC Olympia",32600,Plzeň,,,2015,"Písecká 972, Plzeň 32600",34
100.000000000000000,"Rokycanská 2656, Plzeň 30100",49621173,BENU,BENU Lékárna,Rokycanská 2656/2,30100,Plzeň,,,2015,"Rokycanská 2656, Plzeň 30100",61
100.000000000000000,"Tylova 39, Plzeň 30100",49621173,BENU,BENU Lékárna,Tylova 39/502,30100,Plzeň,,,2015,"Tylova 39, Plzeň 30100",467
100.000000000000000,"Krumlovská 1103, Prachatice 38301",49621173,BENU,BENU Lékárna,Krumlovská 1103,38301,Prachatice,,,2015,"Krumlovská 1103, Prachatice 38301",261
100.000000000000000,"Primátorská 1196, Prachatice 38301",49621173,BENU,BENU Lékárna,Primátorská 1196,38301,Prachatice,,,2015,"Primátorská 1196, Prachatice 38301",261
100.000000000000000,"Dlouhá 719, Praha 11000",49621173,BENU,BENU Lékárna,Dlouhá 719/44,11000,Praha 2,,,2015,"Dlouhá 719, Praha 11000",714
100.000000000000000,"Národní 339, Praha 11000",49621173,BENU,BENU Lékárna,Národní 339/11,11000,Praha 1,,,2015,"Národní 339, Praha 11000",700
100.000000000000000,"Jabloňová 2992, Praha 10600",49621173,BENU,BENU Lékárna,Jabloňová 2992/8,10600,Praha 10,,,2015,"Jabloňová 2992, Praha 10600",685
100.000000000000000,"K pérovně 945, Praha 10200",49621173,BENU,BENU Lékárna,K Pérovně 945/7,10200,Praha 10,,,2015,"K Pérovně 945, Praha 10200",3
100.000000000000000,"Nákupní 389, Praha 10200",49621173,BENU,BENU Lékárna,Nákupní 389/3,10200,Praha 10,,,2015,"Nákupní 389, Praha 10200",21
100.000000000000000,"Rubensova 2238, Praha 10000",49621173,BENU,BENU Lékárna,Rubensova 2238,10000,Praha 10,,,2015,"Rubensova 2238, Praha 10000",467
100.000000000000000,"V olšinách 449, Praha 10000",49621173,BENU,BENU Lékárna,V Olšinách 449/41,10000,Praha 10,,,2015,"V Olšinách 449, Praha 10000",917
100.000000000000000,"Jugoslávská 9, Praha 12000",49621173,BENU,BENU Lékárna,Jugoslávská 9,12000,Praha 2,,,2015,"Jugoslávská 9, Praha 12000",1318
100.000000000000000,"Kateřinská 34, Praha 12000",49621173,BENU,BENU Lékárna,Kateřinská 34,12000,Praha 2,,,2015,"Kateřinská 34, Praha 12000",897
97.000000000000000,"Vinohradská 1513, Praha 13000",49621173,BENU,BENU Lékárna,Vinohradská 151,13000,Praha 3,,,2015,"Vinohradská 151, Praha 13000",504
100.000000000000000,"Vinohradská 1784, Praha 13000",49621173,BENU,BENU Lékárna,Vinohradská 1784/2,13000,Praha 3,,,2015,"Vinohradská 1784, Praha 13000",1459
100.000000000000000,"Olbrachtova 9, Praha 14000",49621173,BENU,BENU Lékárna,Olbrachtova 9,14000,Praha 4,,,2015,"Olbrachtova 9, Praha 14000",736
100.000000000000000,"Želetavská 1447, Praha 14000",49621173,BENU,BENU Lékárna,Želetavská 1447/5,14000,Praha 4,,,2015,"Želetavská 1447, Praha 14000",679
100.000000000000000,"Archeologická 2256, Praha 15500",49621173,BENU,BENU Lékárna,"Archeologická 2256/1, OCLužiny",15500,Praha 5,,,2015,"Archeologická 2256, Praha 15500",1038
100.000000000000000,"Mukařovského 2590, Praha 15500",49621173,BENU,BENU Lékárna,"Mukařovského 2590/2, OC Luka",15500,Praha 5,,,2015,"Mukařovského 2590, Praha 15500",1052
100.000000000000000,"Plzeňská 344, Praha 15000",49621173,BENU,BENU Lékárna,Plzeňská 344/1,15000,Praha 5,,,2015,"Plzeňská 344, Praha 15000",924
100.000000000000000,"Sárská 5, Praha 15500",49621173,BENU,BENU Lékárna,"Sárská 5/133, OC Globus",15500,Praha 5,,,2015,"Sárská 5, Praha 15500",5
100.000000000000000,"Štefánikova 250, Praha 15000",49621173,BENU,BENU Lékárna,Štefánikova 250/6,15000,Praha 5,,,2015,"Štefánikova 250, Praha 15000",975
100.000000000000000,"Stroupežnického 6, Praha 15000",49621173,BENU,BENU Lékárna,Stroupežnického 6,15000,Praha 5,,,2015,"Stroupežnického 6, Praha 15000",854
97.500000000000000,"Na dlouhém lánu 119, Praha 16000",49621173,BENU,BENU Lékárna,Na Dlouhém lánu 11,16000,Praha 6,,,2015,"Na Dlouhém lánu 11, Praha 16000",517
100.000000000000000,"Pod Marjánkou 1906, Praha 16900",49621173,BENU,BENU Lékárna,Pod Marjánkou 1906/12,16900,Praha 6,,,2015,"Pod Marjánkou 1906, Praha 16900",766
100.000000000000000,"Mazurská 484, Praha 18100",49621173,BENU,BENU Lékárna,Mazurská 484/2,18100,Praha 8,,,2015,"Mazurská 484, Praha 18100",856
100.000000000000000,"Sokolovská 222, Praha 18600",49621173,BENU,BENU Lékárna,Sokolovská 222/39,18600,Praha 8,,,2015,"Sokolovská 222, Praha 18600",418
100.000000000000000,"Thámova 118, Praha 18600",49621173,BENU,BENU Lékárna,Thámova 118/17,18600,Praha 8,,,2015,"Thámova 118, Praha 18600",508
100.000000000000000,"Zenklova 32, Praha 18000",49621173,BENU,BENU Lékárna,Zenklova 32/28,18000,Praha 8,,,2015,"Zenklova 32, Praha 18000",504
100.000000000000000,"Jablonecká 423, Praha 19000",49621173,BENU,BENU Lékárna,Jablonecká 423,19000,Praha 9,,,2015,"Jablonecká 423, Praha 19000",803
100.000000000000000,"Vysočanská 382, Praha 19000",49621173,BENU,BENU Lékárna,Vysočanská 382/20,19000,Praha 9,,,2015,"Vysočanská 382, Praha 19000",745
100.000000000000000,"Čechovská 57, Příbram 26101",49621173,BENU,BENU Lékárna,Čechovská 57,26101,Příbram,,,2015,"Čechovská 57, Příbram 26101",645
100.000000000000000,"Milínská 134, Příbram 26101",49621173,BENU,BENU Lékárna,Milínská 134,26101,Příbram,,,2015,"Milínská 134, Příbram 26101",450
100.000000000000000,"Politických vězňů 523, Příbram 26101",49621173,BENU,BENU Lékárna,Politických vězňů 523,26101,Příbram,,,2015,"Politických vězňů 523, Příbram 26101",794
100.000000000000000,"Plumlovská 456, Prostějov 79604",49621173,BENU,BENU Lékárna,Plumlovská 456,79604,Prostějov,,,2015,"Plumlovská 456, Prostějov 79604",82
100.000000000000000,"Trávnická 2, Prostějov 79601",49621173,BENU,BENU Lékárna,Trávnická 2,79601,Prostějov,,,2015,"Trávnická 2, Prostějov 79601",405
100.000000000000000,"Nádražní 225, Rakovník 26901",49621173,BENU,BENU Lékárna,Nádražní 225,26901,Rakovník,,,2015,"Nádražní 225, Rakovník 26901",404
100.000000000000000,"Barákova 237, Říčany 25101",49621173,BENU,BENU Lékárna,Barákova 237/8,25101,Říčany,,,2015,"Barákova 237, Říčany 25101",94
94.000000000000000,"Alej 17. listopadu 2720, Roudnice nad Labem 41301",49621173,BENU,BENU Lékárna,Alej 17.listopadu 2720,41301,Roudnice nad Labem,,,2015,"Alej 17.listopadu 2720, Roudnice nad Labem 41301",278
100.000000000000000,"Wilsonova 596, Slaný 27401",49621173,BENU,BENU Lékárna,Wilsonova 596,27401,Slaný,,,2015,"Wilsonova 596, Slaný 27401",452
100.000000000000000,"ČSA 40, Šternberk 78501",49621173,BENU,BENU Lékárna,ČSA 40,78501,Šternberk,,,2015,"ČSA 40, Šternberk 78501",334
100.000000000000000,"Nádražní 1, Šternberk 78501",49621173,BENU,BENU Lékárna,Nádražní 1,78501,Šternberk,,,2015,"Nádražní 1, Šternberk 78501",233
100.000000000000000,"Benešova 511, Stříbro 34901",49621173,BENU,BENU Lékárna,Benešova 511,34901,Stříbro,,,2015,"Benešova 511, Stříbro 34901",189
100.000000000000000,"Slovanská 281, Šumperk 78701",49621173,BENU,BENU Lékárna,Slovanská 281/22,78701,Šumperk,,,2015,"Slovanská 281, Šumperk 78701",491
100.000000000000000,"Poštovní 83, Tanvald 46841",49621173,BENU,BENU Lékárna,Poštovní 83,46841,Tanvald,,,2015,"Poštovní 83, Tanvald 46841",154
100.000000000000000,"Znojemská 1383, Třebíč 67401",49621173,BENU,BENU Lékárna,Znojemská 1383,67401,Třebíč,,,2015,"Znojemská 1383, Třebíč 67401",235
100.000000000000000,"Husova 143, Trhové Sviny 37401",49621173,BENU,BENU Lékárna,Husova 143,37401,Trhové Sviny,,,2015,"Husova 143, Trhové Sviny 37401",186
100.000000000000000,"1. máje 17, Třinec 73961",49621173,BENU,BENU Lékárna,1. máje 17,73961,Třinec,,,2015,"1. máje 17, Třinec 73961",177
100.000000000000000,"Plzeňská 875, Uničov 78391",49621173,BENU,BENU Lékárna,Plzeňská 875,78391,Uničov,,,2015,"Plzeňská 875, Uničov 78391",553
100.000000000000000,"U Tržiště 2204, Velké Meziříčí 59401",49621173,BENU,BENU Lékárna,U Tržiště 2204,59401,Velké Meziříčí,,,2015,"U Tržiště 2204, Velké Meziříčí 59401",101
100.000000000000000,"Pivovarská 332, Vimperk 38501",49621173,BENU,BENU Lékárna,Pivovarská 332/18,38501,Vimperk,,,2015,"Pivovarská 332, Vimperk 38501",64
100.000000000000000,"Jiráskova 218, Vodňany 38901",49621173,BENU,BENU Lékárna,Jiráskova 218,38901,Vodňany,,,2015,"Jiráskova 218, Vodňany 38901",238
100.000000000000000,"Krkonošská 8, Vrchlabí 54301",49621173,BENU,BENU Lékárna,Krkonošská 8,54301,Vrchlabí,,,2015,"Krkonošská 8, Vrchlabí 54301",138
100.000000000000000,"Brněnská 514, Vyškov 68201",49621173,BENU,BENU Lékárna,"Brněnská 514/13c, OC TESCO",68201,Vyškov,,,2015,"Brněnská 514, Vyškov 68201",66
100.000000000000000,"Dlouhá 4215, Zlín 76001",49621173,BENU,BENU Lékárna,Dlouhá 4215,76001,Zlín,,,2015,"Dlouhá 4215, Zlín 76001",391
100.000000000000000,"náměstí Míru 174, Zlín 76001",49621173,BENU,BENU Lékárna,Náměstí Míru 174,76001,Zlín,,,2015,"Náměstí Míru 174, Zlín 76001",377
,,49621173,BENU,BENU Lékárna,Lidická 3341/137,69002,Břeclav,,,2015,"Lidická 3341, Břeclav 69002",7
,,49621173,BENU,BENU Lékárna,Řípská 1476/27,62700,Brno,,,2015,"Řípská 1476, Brno 62700",139
,,49621173,BENU,BENU Lékárna,"Vídeňská 100, OC Futurum",61900,Brno,,,2015,"Vídeňská 100, OC Futurum, Brno 61900",14
,,49621173,BENU,BENU Lékárna,Vídeňská 22B,63900,Brno,,,2015,"Vídeňská 22B, Brno 63900",511
,,49621173,BENU,BENU Lékárna,"Urbinská 236, OC Kaufland",38101,Český Krumlov,,,2015,"Urbinská 236, OC Kaufland, Český Krumlov 38101",143
,,49621173,BENU,BENU Lékárna,Obchodní 111,25170,Čestlice,,,2015,"Obchodní 111, Čestlice 25170",3
,,49621173,BENU,BENU Lékárna,tř. Svobody 502/3,35002,Cheb,,,2015,"tř. Svobody 502, Cheb 35002",22
,,49621173,BENU,BENU Lékárna,Černovická 5430 - OC Globus,43003,Chomutov,,,2015,"Černovická 5430 - OC Globus, Chomutov 43003",157
,,49621173,BENU,BENU Lékárna,"Chotíkov 385, OC Globus",33017,Chotíkov,,,2015,"Chotíkov 385, OC Globus, Chotíkov 33017",10
,,49621173,BENU,BENU Lékárna,B. Němcové 496/2,40502,Děčín,,,2015,"B. Němcové 496, Děčín 40502",462
,,49621173,BENU,BENU Lékárna,Duchcovská 1,45001,Děčín,,,2015,"Duchcovská 1, Děčín 45001",490
,,49621173,BENU,BENU Lékárna,Masarykovo nám. 81/8,40501,Děčín,,,2015,"Masarykovo nám. 81, Děčín 40501",512
,,49621173,BENU,BENU Lékárna,nám. T.G.M. 116,33441,Dobřany,,,2015,"nám. T.G.M. 116, Dobřany 33441",18
,,49621173,BENU,BENU Lékárna,Novodvorská 3060,73801,Frýdek - Místek,,,2015,"Novodvorská 3060, Frýdek - Místek 73801",977
,,49621173,BENU,BENU Lékárna,Palackého 520,76901,Holešov - Všetuly,,,2015,"Palackého 520, Holešov - Všetuly 76901",44
,,49621173,BENU,BENU Lékárna,třída Dr. E. Beneše 1549,50012,Hradec Králové,,,2015,"třída Dr. E. Beneše 1549, Hradec Králové 50012",928
,,49621173,BENU,BENU Lékárna,Dr. D. Bechera 827/3,36001,Karlovy Vary,,,2015,"Dr. D. Bechera 827, Karlovy Vary 36001",437
,,49621173,BENU,BENU Lékárna,nám. M.Horákové 1313/8,36001,Karlovy Vary,,,2015,"nám. M.Horákové 1313, Karlovy Vary 36001",412
,,49621173,BENU,BENU Lékárna,"Americká 2777, OC Tesco",27201,Kladno,,,2015,"Americká 2777, OC Tesco, Kladno 27201",292
,,49621173,BENU,BENU Lékárna,"Petra Bezruče 3388, OC Central",27201,Kladno,,,2015,"Petra Bezruče 3388, OC Central, Kladno 27201",292
,,49621173,BENU,BENU Lékárna,Rorejcova 906,28002,Kolín 4,,,2015,"Rorejcova 906, Kolín 4 28002",150
,,49621173,BENU,BENU Lékárna,Svatoborská 1375/104,69701,Kyjov,,,2015,"Svatoborská 1375, Kyjov 69701",122
,,49621173,BENU,BENU Lékárna,nám. Přemysla Otakara 196,78401,Litovel,,,2015,"nám. Přemysla Otakara 196, Litovel 78401",163
,,49621173,BENU,BENU Lékárna,"Podkrušnohorská, OC Tesco",43601,Litvínov,,,2015,"Podkrušnohorská, OC Tesco, Litvínov 43601",652
,,49621173,BENU,BENU Lékárna,Hlavní 120,74706,Opava - Kylešovice,,,2015,"Hlavní 120, Opava - Kylešovice 74706",256
,,49621173,BENU,BENU Lékárna,Bachmačská 2474/1,70200,Ostrava - Moravská Ostrava,,,2015,"Bachmačská 2474, Ostrava - Moravská Ostrava 70200",654
,,49621173,BENU,BENU Lékárna,Poštovní 155/14,70200,Ostrava - Moravská Ostrava,,,2015,"Poštovní 155, Ostrava - Moravská Ostrava 70200",552
,,49621173,BENU,BENU Lékárna,Výškovická 120,70030,Ostrava - Zábřeh,,,2015,"Výškovická 120, Ostrava - Zábřeh 70030",1014
,,49621173,BENU,BENU Lékárna,Hlavní tř. 1380,36301,Ostrov,,,2015,"Hlavní tř. 1380, Ostrov 36301",773
,,49621173,BENU,BENU Lékárna,"Dr. E. Beneše, OC Kaufland",76502,Otrokovice,,,2015,"Dr. E. Beneše, OC Kaufland, Otrokovice 76502",355
,,49621173,BENU,BENU Lékárna,Americká 11,30150,Plzeň,,,2015,"Americká 11, Plzeň 30150",570
,,49621173,BENU,BENU Lékárna,Masarykova 62,31212,Plzeň,,,2015,"Masarykova 62, Plzeň 31212",696
,,49621173,BENU,BENU Lékárna,Skrétova 47,30125,Plzeň,,,2015,"Skrétova 47, Plzeň 30125",786
,,49621173,BENU,BENU Lékárna,Tachovská 80,32318,Plzeň,,,2015,"Tachovská 80, Plzeň 32318",532
