Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,PNTCNT
100.000000000000000,"Obchodní 250, Beroun 26601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Obchodní 250,26601,Beroun,,,2015,"Obchodní 250, Beroun 26601",182
100.000000000000000,"Seifertova 1683, Blansko 67801",26230071,Dr.Max,Dr.Max LÉKÁRNA,Seifertova 1683/6a,67801,Blansko,,,2015,"Seifertova 1683, Blansko 67801",250
100.000000000000000,"tř. J. P. Koubka 110, Blatná 38801",26230071,Dr.Max,Dr.Max LÉKÁRNA,tř. J. P. Koubka 110,38801,Blatná,,,2015,"tř. J. P. Koubka 110, Blatná 38801",269
100.000000000000000,"9. května 1197, Bohumín 73581",26230071,Dr.Max,Dr.Max LÉKÁRNA,9. května 1197,73581,Bohumín,,,2015,"9. května 1197, Bohumín 73581",391
100.000000000000000,"Rovná 4, Boskovice 68001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Rovná 4,68001,Boskovice,,,2015,"Rovná 4, Boskovice 68001",36
100.000000000000000,"Bašty 413, Brno 60200",26230071,Dr.Max,Dr.Max LÉKÁRNA,Bašty 413/2,60200,Brno,,,2015,"Bašty 413, Brno 60200",429
100.000000000000000,"Bednaříkova 2893, Brno 62800",26230071,Dr.Max,Dr.Max LÉKÁRNA,Bednaříkova 2893/1a,62800,Brno,,,2015,"Bednaříkova 2893, Brno 62800",672
96.250000000000000,"Hradecká 408, Brno 62100",26230071,Dr.Max,Dr.Max LÉKÁRNA,Hradecká 40,62100,Brno,,,2015,"Hradecká 40, Brno 62100",38
100.000000000000000,"Jugoslávská 770, Brno 61300",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jugoslávská 770/13,61300,Brno,,,2015,"Jugoslávská 770, Brno 61300",899
95.000000000000000,"Kamenice 1, Brno 62500",26230071,Dr.Max,Dr.Max LÉKÁRNA,Kamenice 1a,62500,Brno,,,2015,"Kamenice 1a, Brno 62500",106
100.000000000000000,"Kubíčkova 6, Brno 63500",26230071,Dr.Max,Dr.Max LÉKÁRNA,Kubíčkova 6,63500,Brno,,,2015,"Kubíčkova 6, Brno 63500",1184
100.000000000000000,"Libušina třída 578, Brno 62300",26230071,Dr.Max,Dr.Max LÉKÁRNA,Libušina třída 578/19,62300,Brno,,,2015,"Libušina třída 578, Brno 62300",421
100.000000000000000,"Nádražní 418, Brno 60200",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 418/1,60200,Brno,,,2015,"Nádražní 418, Brno 60200",334
100.000000000000000,"Nádražní 595, Brno 60200",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 595/4,60200,Brno,,,2015,"Nádražní 595, Brno 60200",385
100.000000000000000,"náměstí Svornosti 2573, Brno 61600",26230071,Dr.Max,Dr.Max LÉKÁRNA,náměstí Svornosti 2573/6,61600,Brno,,,2015,"náměstí Svornosti 2573, Brno 61600",704
100.000000000000000,"Palackého třída 1104, Brno 61200",26230071,Dr.Max,Dr.Max LÉKÁRNA,Palackého třída 1104/55,61200,Brno,,,2015,"Palackého třída 1104, Brno 61200",570
100.000000000000000,"U pošty 14, Brno 62500",26230071,Dr.Max,Dr.Max LÉKÁRNA,U Pošty 14,62500,Brno,,,2015,"U Pošty 14, Brno 62500",660
100.000000000000000,"Ve Vaňkovce 1, Brno 60200",26230071,Dr.Max,Dr.Max LÉKÁRNA,Ve Vaňkovce 1,60200,Brno,,,2015,"Ve Vaňkovce 1, Brno 60200",233
100.000000000000000,"Vídeňská 995, Brno 63900",26230071,Dr.Max,Dr.Max LÉKÁRNA,Vídeňská 995/63,63900,Brno,,,2015,"Vídeňská 995, Brno 63900",538
100.000000000000000,"Nádražní 1089, Bruntál 79201",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 1089/26,79201,Bruntál,,,2015,"Nádražní 1089, Bruntál 79201",213
100.000000000000000,"tř. Práce 1960, Bruntál 79201",26230071,Dr.Max,Dr.Max LÉKÁRNA,tř. Práce 1960/1,79201,Bruntál,,,2015,"tř. Práce 1960, Bruntál 79201",361
100.000000000000000,"Nádražní 320, Bučovice 68501",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 320,68501,Bučovice,,,2015,"Nádražní 320, Bučovice 68501",118
100.000000000000000,"6. května 47, Bystřice pod Hostýnem 76861",26230071,Dr.Max,Dr.Max LÉKÁRNA,6. května 47,76861,Bystřice pod Hostýnem,,,2015,"6. května 47, Bystřice pod Hostýnem 76861",154
100.000000000000000,"Jeníkovská 1983, Čáslav 28601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jeníkovská 1983,28601,Čáslav,,,2015,"Jeníkovská 1983, Čáslav 28601",148
100.000000000000000,"Erbenova 2906, Česká Lípa 47001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Erbenova 2906,47001,Česká Lípa,,,2015,"Erbenova 2906, Česká Lípa 47001",244
100.000000000000000,"Mimoňská 3090, Česká Lípa 47001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Mimoňská 3090,47001,Česká Lípa,,,2015,"Mimoňská 3090, Česká Lípa 47001",193
100.000000000000000,"Dr. E. Beneše 692, Česká Třebová 56002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dr. E. Beneše 692,56002,Česká Třebová,,,2015,"Dr. E. Beneše 692, Česká Třebová 56002",172
92.500000000000000,"B. Němcové 1489, České Budějovice 37001",26230071,Dr.Max,Dr.Max LÉKÁRNA,B.Němcové 1489,37001,České Budějovice,,,2015,"B.Němcové 1489, České Budějovice 37001",412
100.000000000000000,"České Vrbné 2327, České Budějovice 37011",26230071,Dr.Max,Dr.Max LÉKÁRNA,České Vrbné 2327,37011,České Budějovice,,,2015,"České Vrbné 2327, České Budějovice 37011",296
97.000000000000000,"Na Sadech 2033, České Budějovice 37001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Na Sadech 23,37001,České Budějovice,,,2015,"Na Sadech 23, České Budějovice 37001",608
100.000000000000000,"Na Sádkách 1444, České Budějovice 37005",26230071,Dr.Max,Dr.Max LÉKÁRNA,Na Sádkách 1444,37005,České Budějovice,,,2015,"Na Sádkách 1444, České Budějovice 37005",17
90.000000000000000,"Pražská tř. 71, České Budějovice 37004",26230071,Dr.Max,Dr.Max LÉKÁRNA,Pražská 71,37004,České Budějovice,,,2015,"Pražská 71, České Budějovice 37004",759
85.000000000000000,"T. G. Masaryka 212, Český Krumlov 38101",26230071,Dr.Max,Dr.Max LÉKÁRNA,T.G.Masaryka 212,38101,Český Krumlov,,,2015,"T.G.Masaryka 212, Český Krumlov 38101",163
100.000000000000000,"Ostravská 2030, Český Těšín 73701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Ostravská 2030,73701,Český Těšín,,,2015,"Ostravská 2030, Český Těšín 73701",393
100.000000000000000,"Dragounská 6, Cheb 35002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dragounská 6/2529 OC Dragoun,35002,Cheb,,,2015,"Dragounská 6, Cheb 35002",473
100.000000000000000,"Májová 582, Cheb 35002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Májová 582/19,35002,Cheb,,,2015,"Májová 582, Cheb 35002",572
100.000000000000000,"Pivovarská 2396, Cheb 35002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Pivovarská 2396/21,35002,Cheb,,,2015,"Pivovarská 2396, Cheb 35002",298
100.000000000000000,"U Porcelánky 1017, Chodov 35735",26230071,Dr.Max,Dr.Max LÉKÁRNA,U Porcelánky 1017,35735,Chodov,,,2015,"U Porcelánky 1017, Chodov 35735",289
100.000000000000000,"Masarykovo náměstí 55, Chrudim 53701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Masarykovo náměstí 55,53701,Chrudim,,,2015,"Masarykovo náměstí 55, Chrudim 53701",354
100.000000000000000,"Ústecká 1905, Děčín 40502",26230071,Dr.Max,Dr.Max LÉKÁRNA,Ústecká 1905/8,40502,Děčín,,,2015,"Ústecká 1905, Děčín 40502",62
100.000000000000000,"Dělnická 120, Dolní Břežany 25241",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dělnická 120,25241,Dolní Břežany,,,2015,"Dělnická 120, Dolní Břežany 25241",11
100.000000000000000,"Msgre. B. Staška 2, Domažlice 34401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Msgre. B. Staška 2,34401,Domažlice,,,2015,"Msgre. B. Staška 2, Domažlice 34401",230
100.000000000000000,"Preslova 2658, Dvůr Králové nad Labem 54401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Preslova 2658,54401,Dvůr Králové nad Labem,,,2015,"Preslova 2658, Dvůr Králové nad Labem 54401",248
100.000000000000000,"Rožnovská 240, Frenštát pod Radhoštěm 74401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Rožnovská 240,74401,Frenštát pod Radhoštěm,,,2015,"Rožnovská 240, Frenštát pod Radhoštěm 74401",348
100.000000000000000,"Hlavní 1713, Frýdlant nad Ostravicí 73911",26230071,Dr.Max,Dr.Max LÉKÁRNA,Hlavní 1713,73911,Frýdlant nad Ostravicí,,,2015,"Hlavní 1713, Frýdlant nad Ostravicí 73911",84
